protein,fold_change,pval,n healthy,n sick,p_adj
P1414,0.016101478,2.61E-01,1006,48603,5.40E-01
P1415,-0.02972279,2.62E-01,1006,48603,5.40E-01
P1416,-0.052573426,2.62E-01,1006,48603,5.40E-01
P1417,0.045850964,2.63E-01,1006,48603,5.42E-01
P1418,0.008468905,2.64E-01,1006,48603,5.43E-01
P1419,-0.010116821,2.64E-01,1006,48603,5.43E-01
P1420,0.017881357,2.65E-01,1006,48603,5.43E-01
P1421,0.021394644,2.66E-01,1006,48603,5.43E-01
P1422,0.019633291,2.65E-01,1006,48603,5.43E-01
P1423,0.039385029,2.65E-01,1006,48603,5.43E-01
P1424,0.011996096,2.66E-01,1006,48603,5.43E-01
P1425,0.019977136,2.66E-01,1006,48603,5.43E-01
P1426,0.034846856,2.65E-01,1006,48603,5.43E-01
P1427,-0.019220696,2.65E-01,1006,48603,5.43E-01
P1428,0.016495861,2.65E-01,1006,48603,5.43E-01
P1429,0.011995847,2.66E-01,1006,48603,5.43E-01
P1430,0.018775157,2.65E-01,1006,48603,5.43E-01
P1431,0.028211802,2.66E-01,1006,48603,5.43E-01
P1432,-0.025279524,2.67E-01,1006,48603,5.44E-01
P1433,0.035471434,2.67E-01,1006,48603,5.45E-01
P1434,0.040756464,2.68E-01,1006,48603,5.46E-01
P1435,-0.017779742,2.68E-01,1006,48603,5.46E-01
P1436,0.033672487,2.68E-01,1006,48603,5.46E-01
P1437,0.04553128,2.69E-01,1006,48603,5.47E-01
P1438,-0.011963308,2.69E-01,1006,48603,5.47E-01
P1439,-0.045662499,2.69E-01,1006,48603,5.47E-01
P1440,-0.013556528,2.70E-01,1006,48603,5.48E-01
P1441,0.006003146,2.70E-01,1006,48603,5.48E-01
P1442,0.035805534,2.70E-01,1006,48603,5.48E-01
P1443,-0.007659062,2.71E-01,1006,48603,5.49E-01
P1444,-0.019602236,2.72E-01,1006,48603,5.51E-01
P1445,-0.027009197,2.72E-01,1006,48603,5.51E-01
P1446,-0.012448983,2.73E-01,1006,48603,5.51E-01
P1447,-0.033271364,2.74E-01,1006,48603,5.53E-01
P1448,-0.035148339,2.74E-01,1006,48603,5.53E-01
P1449,0.025010811,2.74E-01,1006,48603,5.53E-01
P1450,0.029693816,2.74E-01,1006,48603,5.53E-01
P1451,0.02274845,2.75E-01,1006,48603,5.53E-01
P1452,0.025183555,2.75E-01,1006,48603,5.53E-01
P1453,0.015527625,2.76E-01,1006,48603,5.55E-01
P1454,0.019317303,2.76E-01,1006,48603,5.55E-01
P1455,0.03347481,2.77E-01,1006,48603,5.57E-01
P1456,0.029908017,2.78E-01,1006,48603,5.58E-01
P1457,-0.01068801,2.78E-01,1006,48603,5.58E-01
P1458,-0.0313169,2.78E-01,1006,48603,5.58E-01
P1459,0.029918836,2.79E-01,1006,48603,5.58E-01
P1460,0.02215096,2.81E-01,1006,48603,5.61E-01
P1461,0.016517887,2.81E-01,1006,48603,5.61E-01
P1462,0.044167459,2.82E-01,1006,48603,5.63E-01
P1463,-0.019367743,2.83E-01,1006,48603,5.63E-01
P1464,0.027104178,2.83E-01,1006,48603,5.63E-01
P1465,0.015257264,2.84E-01,1006,48603,5.63E-01
P1466,0.018571382,2.83E-01,1006,48603,5.63E-01
P1467,0.02542791,2.82E-01,1006,48603,5.63E-01
P1468,0.037854997,2.83E-01,1006,48603,5.63E-01
P1469,0.017752468,2.82E-01,1006,48603,5.63E-01
P1470,0.015885379,2.84E-01,1006,48603,5.63E-01
P1471,0.017584652,2.82E-01,1006,48603,5.63E-01
P1472,0.011858142,2.83E-01,1006,48603,5.63E-01
P1473,0.019835129,2.83E-01,1006,48603,5.63E-01
P1474,0.023708796,2.83E-01,1006,48603,5.63E-01
P1475,-0.073758523,2.85E-01,1006,48603,5.64E-01
P1476,-0.022258098,2.85E-01,1006,48603,5.64E-01
P1477,-0.014250625,2.85E-01,1006,48603,5.64E-01
P1478,-0.023608264,2.85E-01,1006,48603,5.64E-01
P1479,-0.017040079,2.86E-01,1006,48603,5.64E-01
P1480,0.046390035,2.85E-01,1006,48603,5.64E-01
P1481,-0.026544051,2.86E-01,1006,48603,5.64E-01
P1482,0.01164888,2.87E-01,1006,48603,5.65E-01
P1483,-0.021630844,2.87E-01,1006,48603,5.65E-01
P1484,0.016064411,2.87E-01,1006,48603,5.65E-01
P1485,0.033140126,2.87E-01,1006,48603,5.65E-01
P1486,-0.02469171,2.87E-01,1006,48603,5.65E-01
P1487,0.024787177,2.88E-01,1006,48603,5.65E-01
P1488,0.012039543,2.88E-01,1006,48603,5.65E-01
P1489,0.005365439,2.88E-01,1006,48603,5.66E-01
P1490,0.041004667,2.88E-01,1006,48603,5.66E-01
P1491,-0.036288793,2.89E-01,1006,48603,5.66E-01
P1492,0.020240067,2.89E-01,1006,48603,5.67E-01
P1493,0.016476684,2.89E-01,1006,48603,5.67E-01
P1494,-0.017505975,2.90E-01,1006,48603,5.67E-01
P1495,0.020077496,2.91E-01,1006,48603,5.68E-01
P1496,-0.011795378,2.91E-01,1006,48603,5.68E-01
P1497,0.01613133,2.91E-01,1006,48603,5.69E-01
P1498,0.021889844,2.92E-01,1006,48603,5.69E-01
P1499,0.016918283,2.92E-01,1006,48603,5.69E-01
P1500,0.033641242,2.92E-01,1006,48603,5.69E-01
P1501,0.018317237,2.92E-01,1006,48603,5.69E-01
P1502,0.022619332,2.93E-01,1006,48603,5.70E-01
P1503,0.025272549,2.93E-01,1006,48603,5.70E-01
P1504,0.01901928,2.93E-01,1006,48603,5.70E-01
P1505,0.043224684,2.94E-01,1006,48603,5.72E-01
P1506,0.025333424,2.95E-01,1006,48603,5.72E-01
P1507,0.023715911,2.95E-01,1006,48603,5.72E-01
P1508,0.050063865,2.95E-01,1006,48603,5.72E-01
P1509,-0.024435129,2.97E-01,1006,48603,5.76E-01
P1510,0.031969297,2.97E-01,1006,48603,5.76E-01
P1511,0.013686972,2.98E-01,1006,48603,5.76E-01
P1512,-0.021747656,2.99E-01,1006,48603,5.77E-01
P1513,0.013184422,2.99E-01,1006,48603,5.77E-01
P1514,0.015207091,2.99E-01,1006,48603,5.77E-01
P1515,0.009992739,2.99E-01,1006,48603,5.77E-01
P1516,-0.01415036,3.00E-01,1006,48603,5.77E-01
P1517,0.022624938,3.00E-01,1006,48603,5.78E-01
P1518,0.017120662,3.00E-01,1006,48603,5.78E-01
P1519,0.025441927,3.00E-01,1006,48603,5.78E-01
P1520,0.010203342,3.01E-01,1006,48603,5.79E-01
P1521,0.020685549,3.02E-01,1006,48603,5.79E-01
P1522,-0.012145539,3.02E-01,1006,48603,5.80E-01
P1523,0.025353296,3.02E-01,1006,48603,5.80E-01
P1524,0.019383567,3.03E-01,1006,48603,5.81E-01
P1525,-0.016071325,3.03E-01,1006,48603,5.81E-01
P1526,0.011116194,3.04E-01,1006,48603,5.82E-01
P1527,0.011281503,3.04E-01,1006,48603,5.82E-01
P1528,-0.011394953,3.04E-01,1006,48603,5.82E-01
P1529,0.008453278,3.05E-01,1006,48603,5.83E-01
P1530,0.015908759,3.06E-01,1006,48603,5.85E-01
P1531,0.023912676,3.06E-01,1006,48603,5.85E-01
P1532,0.039993124,3.09E-01,1006,48603,5.89E-01
P1533,0.02389411,3.09E-01,1006,48603,5.89E-01
P1534,0.011325647,3.10E-01,1006,48603,5.91E-01
P1535,0.016302593,3.10E-01,1006,48603,5.91E-01
P1536,0.029231342,3.11E-01,1006,48603,5.92E-01
P1537,0.017713282,3.11E-01,1006,48603,5.92E-01
P1538,0.007416054,3.12E-01,1006,48603,5.92E-01
P1539,0.015558456,3.12E-01,1006,48603,5.93E-01
P1540,0.013798371,3.12E-01,1006,48603,5.93E-01
P1541,0.025283775,3.13E-01,1006,48603,5.94E-01
P1542,0.024999476,3.13E-01,1006,48603,5.94E-01
P1543,0.021420944,3.14E-01,1006,48603,5.94E-01
P1544,0.029575391,3.14E-01,1006,48603,5.95E-01
P1545,0.01253845,3.14E-01,1006,48603,5.95E-01
P1546,0.007515302,3.15E-01,1006,48603,5.95E-01
P1547,0.026518397,3.15E-01,1006,48603,5.95E-01
P1548,0.019477855,3.15E-01,1006,48603,5.95E-01
P1549,0.022485122,3.17E-01,1006,48603,5.97E-01
P1550,-0.031512525,3.17E-01,1006,48603,5.98E-01
P1551,0.030240743,3.18E-01,1006,48603,5.99E-01
P1552,0.025035662,3.18E-01,1006,48603,5.99E-01
P1553,0.023180882,3.18E-01,1006,48603,5.99E-01
P1554,0.015681516,3.19E-01,1006,48603,5.99E-01
P1555,0.019189092,3.19E-01,1006,48603,5.99E-01
P1556,-0.022767257,3.19E-01,1006,48603,5.99E-01
P1557,-0.011267872,3.19E-01,1006,48603,5.99E-01
P1558,0.03193945,3.19E-01,1006,48603,5.99E-01
P1559,0.008000404,3.20E-01,1006,48603,5.99E-01
P1560,0.02636547,3.20E-01,1006,48603,6.00E-01
P1561,0.020064075,3.22E-01,1006,48603,6.02E-01
P1562,0.036412891,3.23E-01,1006,48603,6.02E-01
P1563,-0.01592008,3.23E-01,1006,48603,6.02E-01
P1564,-0.014410877,3.23E-01,1006,48603,6.02E-01
P1565,-0.028307527,3.23E-01,1006,48603,6.02E-01
P1566,0.035156192,3.22E-01,1006,48603,6.02E-01
P1567,-0.009717821,3.23E-01,1006,48603,6.02E-01
P1568,0.009956629,3.22E-01,1006,48603,6.02E-01
P1569,0.021465338,3.23E-01,1006,48603,6.02E-01
P1570,-0.018792351,3.24E-01,1006,48603,6.02E-01
P1571,0.00290398,3.24E-01,1006,48603,6.02E-01
P1572,0.023868642,3.24E-01,1006,48603,6.02E-01
P1573,-0.01976427,3.25E-01,1006,48603,6.03E-01
P1574,-0.012402552,3.25E-01,1006,48603,6.03E-01
P1575,0.011994791,3.25E-01,1006,48603,6.03E-01
P1576,-0.025208106,3.26E-01,1006,48603,6.03E-01
P1577,0.01748965,3.26E-01,1006,48603,6.03E-01
P1578,0.033924355,3.26E-01,1006,48603,6.04E-01
P1579,0.037968365,3.26E-01,1006,48603,6.04E-01
P1580,-0.022744885,3.26E-01,1006,48603,6.04E-01
P1581,0.009477629,3.28E-01,1006,48603,6.06E-01
P1582,0.013737947,3.28E-01,1006,48603,6.06E-01
P1583,0.009605934,3.28E-01,1006,48603,6.06E-01
P1584,0.02525697,3.29E-01,1006,48603,6.07E-01
P1585,0.032122094,3.29E-01,1006,48603,6.07E-01
P1586,-0.013228884,3.30E-01,1006,48603,6.07E-01
P1587,0.028410565,3.30E-01,1006,48603,6.07E-01
P1588,-0.033395965,3.30E-01,1006,48603,6.08E-01
P1589,0.021819901,3.31E-01,1006,48603,6.09E-01
P1590,0.022519638,3.31E-01,1006,48603,6.09E-01
P1591,0.008283027,3.32E-01,1006,48603,6.09E-01
P1592,0.010994177,3.33E-01,1006,48603,6.11E-01
P1593,-0.023531343,3.34E-01,1006,48603,6.13E-01
P1594,0.031845085,3.34E-01,1006,48603,6.13E-01
P1595,0.015793686,3.35E-01,1006,48603,6.14E-01
P1596,-0.008352765,3.35E-01,1006,48603,6.14E-01
P1597,-0.022891166,3.36E-01,1006,48603,6.15E-01
P1598,0.01174981,3.36E-01,1006,48603,6.15E-01
P1599,0.027382209,3.37E-01,1006,48603,6.16E-01
P1600,0.030105268,3.37E-01,1006,48603,6.16E-01
P1601,0.013151156,3.38E-01,1006,48603,6.16E-01
P1602,-0.010894524,3.38E-01,1006,48603,6.17E-01
P1603,0.015679577,3.39E-01,1006,48603,6.17E-01
P1604,0.020284689,3.39E-01,1006,48603,6.17E-01
P1605,0.02857765,3.39E-01,1006,48603,6.17E-01
P1606,0.023466429,3.40E-01,1006,48603,6.18E-01
P1607,-0.014037271,3.40E-01,1006,48603,6.18E-01
P1608,0.013939033,3.40E-01,1006,48603,6.19E-01
P1609,0.026575694,3.41E-01,1006,48603,6.19E-01
P1610,-0.011424774,3.41E-01,1006,48603,6.19E-01
P1611,0.008259262,3.43E-01,1006,48603,6.22E-01
P1612,0.012520917,3.43E-01,1006,48603,6.22E-01
P1613,0.025614046,3.44E-01,1006,48603,6.23E-01
P1614,0.039530792,3.44E-01,1006,48603,6.23E-01
P1615,0.016461723,3.44E-01,1006,48603,6.23E-01
P1616,-0.010809228,3.45E-01,1006,48603,6.23E-01
P1617,-0.018455366,3.45E-01,1006,48603,6.23E-01
P1618,0.023954626,3.45E-01,1006,48603,6.23E-01
P1619,0.016206297,3.45E-01,1006,48603,6.24E-01
P1620,-0.010565418,3.46E-01,1006,48603,6.24E-01
P1621,0.013955207,3.46E-01,1006,48603,6.24E-01
P1622,-0.007123433,3.47E-01,1006,48603,6.24E-01
P1623,0.032529232,3.47E-01,1006,48603,6.24E-01
P1624,0.033022893,3.47E-01,1006,48603,6.24E-01
P1625,0.022284614,3.47E-01,1006,48603,6.24E-01
P1626,0.02784912,3.48E-01,1006,48603,6.24E-01
P1627,-0.013123216,3.48E-01,1006,48603,6.24E-01
P1628,0.03221832,3.48E-01,1006,48603,6.24E-01
P1629,-0.01418615,3.48E-01,1006,48603,6.24E-01
P1630,0.010765574,3.48E-01,1006,48603,6.24E-01
P1631,0.02230282,3.48E-01,1006,48603,6.24E-01
P1632,-0.014054529,3.49E-01,1006,48603,6.25E-01
P1633,-0.044029925,3.49E-01,1006,48603,6.25E-01
P1634,-0.022729502,3.49E-01,1006,48603,6.25E-01
P1635,-0.01160169,3.50E-01,1006,48603,6.26E-01
P1636,0.010030085,3.50E-01,1006,48603,6.26E-01
P1637,0.032704619,3.51E-01,1006,48603,6.27E-01
P1638,0.01354008,3.52E-01,1006,48603,6.27E-01
P1639,0.01354312,3.51E-01,1006,48603,6.27E-01
P1640,-0.022567193,3.51E-01,1006,48603,6.27E-01
P1641,0.013086296,3.52E-01,1006,48603,6.27E-01
P1642,0.013883542,3.53E-01,1006,48603,6.28E-01
P1643,0.018558281,3.53E-01,1006,48603,6.28E-01
P1644,0.028267545,3.54E-01,1006,48603,6.29E-01
P1645,0.018837383,3.55E-01,1006,48603,6.30E-01
P1646,-0.023583326,3.55E-01,1006,48603,6.30E-01
P1647,-0.018680861,3.56E-01,1006,48603,6.32E-01
P1648,-0.010509746,3.57E-01,1006,48603,6.32E-01
P1649,0.028167093,3.57E-01,1006,48603,6.32E-01
P1650,0.008100777,3.57E-01,1006,48603,6.32E-01
P1651,0.011672929,3.57E-01,1006,48603,6.32E-01
P1652,0.012571019,3.59E-01,1006,48603,6.34E-01
P1653,-0.023051345,3.59E-01,1006,48603,6.35E-01
P1654,0.012618852,3.60E-01,1006,48603,6.36E-01
P1655,-0.022836931,3.60E-01,1006,48603,6.36E-01
P1656,-0.016788592,3.61E-01,1006,48603,6.38E-01
P1657,-0.015081482,3.61E-01,1006,48603,6.38E-01
P1658,0.018394368,3.62E-01,1006,48603,6.38E-01
P1659,-0.01086992,3.62E-01,1006,48603,6.38E-01
P1660,0.010103671,3.63E-01,1006,48603,6.38E-01
P1661,0.01370178,3.63E-01,1006,48603,6.38E-01
P1662,-0.017562082,3.63E-01,1006,48603,6.38E-01
P1663,0.034335432,3.63E-01,1006,48603,6.38E-01
P1664,-0.050186236,3.62E-01,1006,48603,6.38E-01
P1665,0.032600138,3.64E-01,1006,48603,6.39E-01
P1666,0.017153677,3.64E-01,1006,48603,6.39E-01
P1667,0.04221949,3.65E-01,1006,48603,6.41E-01
P1668,0.009679689,3.66E-01,1006,48603,6.42E-01
P1669,0.025531342,3.66E-01,1006,48603,6.42E-01
P1670,-0.021089374,3.67E-01,1006,48603,6.42E-01
P1671,0.023833074,3.68E-01,1006,48603,6.43E-01
P1672,-0.019606839,3.68E-01,1006,48603,6.43E-01
P1673,-0.00710827,3.68E-01,1006,48603,6.43E-01
P1674,0.015225136,3.69E-01,1006,48603,6.44E-01
P1675,0.030537968,3.69E-01,1006,48603,6.44E-01
P1676,0.011680179,3.70E-01,1006,48603,6.44E-01
P1677,0.011576869,3.70E-01,1006,48603,6.44E-01
P1678,0.021200591,3.71E-01,1006,48603,6.46E-01
P1679,-0.01479244,3.72E-01,1006,48603,6.47E-01
P1680,-0.023024491,3.72E-01,1006,48603,6.47E-01
P1681,0.020101502,3.72E-01,1006,48603,6.47E-01
P1682,0.01453986,3.73E-01,1006,48603,6.48E-01
P1683,0.017121129,3.73E-01,1006,48603,6.48E-01
P1684,-0.011913315,3.74E-01,1006,48603,6.48E-01
P1685,-0.008070531,3.74E-01,1006,48603,6.48E-01
P1686,-0.012236054,3.74E-01,1006,48603,6.48E-01
P1687,0.007432314,3.75E-01,1006,48603,6.49E-01
P1688,0.015525853,3.75E-01,1006,48603,6.50E-01
P1689,0.030444703,3.76E-01,1006,48603,6.50E-01
P1690,-0.016461039,3.76E-01,1006,48603,6.51E-01
P1691,-0.012817525,3.77E-01,1006,48603,6.51E-01
P1692,0.025839046,3.78E-01,1006,48603,6.51E-01
P1693,0.013334717,3.78E-01,1006,48603,6.51E-01
P1694,0.029129863,3.77E-01,1006,48603,6.51E-01
P1695,0.012552016,3.76E-01,1006,48603,6.51E-01
P1696,0.033284439,3.77E-01,1006,48603,6.51E-01
P1697,0.025288637,3.77E-01,1006,48603,6.51E-01
P1698,-0.018377679,3.78E-01,1006,48603,6.51E-01
P1699,-0.017156822,3.79E-01,1006,48603,6.53E-01
P1700,0.027262934,3.81E-01,1006,48603,6.53E-01
P1701,0.020895909,3.81E-01,1006,48603,6.53E-01
P1702,0.045473303,3.80E-01,1006,48603,6.53E-01
P1703,0.020197443,3.80E-01,1006,48603,6.53E-01
P1704,0.026051248,3.81E-01,1006,48603,6.53E-01
P1705,0.009172451,3.82E-01,1006,48603,6.54E-01
P1706,0.016645591,3.82E-01,1006,48603,6.55E-01
P1707,0.02933511,3.83E-01,1006,48603,6.55E-01
P1708,0.021488021,3.83E-01,1006,48603,6.56E-01
P1709,0.029296417,3.84E-01,1006,48603,6.57E-01
P1710,0.011086733,3.84E-01,1006,48603,6.57E-01
P1711,0.014776799,3.84E-01,1006,48603,6.57E-01
P1712,0.014991228,3.85E-01,1006,48603,6.57E-01
P1713,0.015489448,3.85E-01,1006,48603,6.57E-01
P1714,0.010434594,3.86E-01,1006,48603,6.57E-01
P1715,-0.012643783,3.86E-01,1006,48603,6.58E-01
P1716,0.016321323,3.87E-01,1006,48603,6.58E-01
P1717,0.036251483,3.87E-01,1006,48603,6.58E-01
P1718,0.014467866,3.87E-01,1006,48603,6.58E-01
P1719,0.027783538,3.87E-01,1006,48603,6.58E-01
P1720,0.018633706,3.87E-01,1006,48603,6.58E-01
P1721,-0.01403296,3.90E-01,1006,48603,6.63E-01
P1722,0.015273705,3.91E-01,1006,48603,6.63E-01
P1723,0.010975628,3.91E-01,1006,48603,6.63E-01
P1724,0.020735123,3.91E-01,1006,48603,6.63E-01
P1725,-0.011577421,3.92E-01,1006,48603,6.64E-01
P1726,-0.019760654,3.93E-01,1006,48603,6.64E-01
P1727,-0.016836146,3.94E-01,1006,48603,6.64E-01
P1728,-0.023312199,3.92E-01,1006,48603,6.64E-01
P1729,0.019008811,3.94E-01,1006,48603,6.64E-01
P1730,-0.009427358,3.94E-01,1006,48603,6.64E-01
P1731,0.031012156,3.94E-01,1006,48603,6.64E-01
P1732,-0.016853677,3.94E-01,1006,48603,6.64E-01
P1733,0.032702025,3.94E-01,1006,48603,6.64E-01
P1734,0.013900595,3.93E-01,1006,48603,6.64E-01
P1735,0.029169056,3.94E-01,1006,48603,6.64E-01
P1736,0.023707037,3.95E-01,1006,48603,6.65E-01
P1737,-0.01746253,3.95E-01,1006,48603,6.65E-01
P1738,0.023802679,3.95E-01,1006,48603,6.65E-01
P1739,0.013560971,3.96E-01,1006,48603,6.65E-01
P1740,0.017721014,3.96E-01,1006,48603,6.65E-01
P1741,-0.009174452,3.96E-01,1006,48603,6.65E-01
P1742,0.017118467,3.96E-01,1006,48603,6.65E-01
P1743,0.015968679,3.96E-01,1006,48603,6.65E-01
P1744,0.029314265,3.97E-01,1006,48603,6.65E-01
P1745,0.015041848,3.97E-01,1006,48603,6.66E-01
P1746,0.009219203,3.98E-01,1006,48603,6.66E-01
P1747,0.019284496,3.98E-01,1006,48603,6.66E-01
P1748,0.009087233,3.99E-01,1006,48603,6.66E-01
P1749,0.023931653,3.99E-01,1006,48603,6.66E-01
P1750,-0.009845137,3.99E-01,1006,48603,6.66E-01
P1751,-0.017514051,3.98E-01,1006,48603,6.66E-01
P1752,0.011236782,3.99E-01,1006,48603,6.66E-01
P1753,0.01295168,4.00E-01,1006,48603,6.66E-01
P1754,0.009368229,4.00E-01,1006,48603,6.66E-01
P1755,-0.01020051,4.00E-01,1006,48603,6.66E-01
P1756,0.013453664,4.00E-01,1006,48603,6.66E-01
P1757,0.02638772,4.01E-01,1006,48603,6.66E-01
P1758,-0.02115915,4.01E-01,1006,48603,6.66E-01
P1759,-0.009750394,4.01E-01,1006,48603,6.66E-01
P1760,0.02856203,4.02E-01,1006,48603,6.67E-01
P1761,-0.031364737,4.02E-01,1006,48603,6.67E-01
P1762,0.012551829,4.03E-01,1006,48603,6.68E-01
P1763,0.015017447,4.04E-01,1006,48603,6.70E-01
P1764,0.031929275,4.04E-01,1006,48603,6.70E-01
P1765,-0.012632016,4.05E-01,1006,48603,6.71E-01
P1766,-0.010643107,4.06E-01,1006,48603,6.72E-01
P1767,0.011796316,4.08E-01,1006,48603,6.74E-01
P1768,0.006466686,4.08E-01,1006,48603,6.74E-01
P1769,0.026365121,4.08E-01,1006,48603,6.74E-01
P1770,-0.015742813,4.08E-01,1006,48603,6.74E-01
P1771,-0.01816269,4.10E-01,1006,48603,6.76E-01
P1772,-0.0170897,4.11E-01,1006,48603,6.77E-01
P1773,0.017705512,4.10E-01,1006,48603,6.77E-01
P1774,0.019483965,4.11E-01,1006,48603,6.77E-01
P1775,-0.019488226,4.12E-01,1006,48603,6.78E-01
P1776,-0.01233947,4.13E-01,1006,48603,6.78E-01
P1777,-0.00944637,4.12E-01,1006,48603,6.78E-01
P1778,-0.007122097,4.12E-01,1006,48603,6.78E-01
P1779,-0.012251331,4.12E-01,1006,48603,6.78E-01
P1780,0.038032103,4.12E-01,1006,48603,6.78E-01
P1781,0.022769469,4.14E-01,1006,48603,6.78E-01
P1782,-0.023319222,4.13E-01,1006,48603,6.78E-01
P1783,-0.014748597,4.14E-01,1006,48603,6.78E-01
P1784,0.010748096,4.13E-01,1006,48603,6.78E-01
P1785,-0.012975112,4.14E-01,1006,48603,6.78E-01
P1786,-0.017594854,4.15E-01,1006,48603,6.79E-01
P1787,-0.008666276,4.15E-01,1006,48603,6.79E-01
P1788,-0.020085574,4.18E-01,1006,48603,6.81E-01
P1789,-0.025308386,4.18E-01,1006,48603,6.81E-01
P1790,0.021033998,4.18E-01,1006,48603,6.81E-01
P1791,0.010066098,4.17E-01,1006,48603,6.81E-01
P1792,0.023332871,4.18E-01,1006,48603,6.81E-01
P1793,0.009452345,4.18E-01,1006,48603,6.81E-01
P1794,-0.011866699,4.17E-01,1006,48603,6.81E-01
P1795,-0.008699036,4.18E-01,1006,48603,6.81E-01
P1796,-0.010106046,4.19E-01,1006,48603,6.82E-01
P1797,0.026408652,4.20E-01,1006,48603,6.83E-01
P1798,-0.028327995,4.22E-01,1006,48603,6.86E-01
P1799,0.026494669,4.23E-01,1006,48603,6.87E-01
P1800,-0.025755431,4.23E-01,1006,48603,6.88E-01
P1801,-0.026664471,4.24E-01,1006,48603,6.88E-01
P1802,0.026662526,4.24E-01,1006,48603,6.88E-01
P1803,-0.014016815,4.26E-01,1006,48603,6.89E-01
P1804,0.014520725,4.26E-01,1006,48603,6.89E-01
P1805,-0.014186745,4.25E-01,1006,48603,6.89E-01
P1806,-0.017932503,4.26E-01,1006,48603,6.89E-01
P1807,0.022226531,4.26E-01,1006,48603,6.89E-01
P1808,0.023861114,4.26E-01,1006,48603,6.89E-01
P1809,0.015524815,4.26E-01,1006,48603,6.89E-01
P1810,-0.012422966,4.27E-01,1006,48603,6.90E-01
P1811,0.010628534,4.29E-01,1006,48603,6.93E-01
P1812,0.022553224,4.31E-01,1006,48603,6.93E-01
P1813,-0.015636043,4.30E-01,1006,48603,6.93E-01
P1814,0.024876614,4.31E-01,1006,48603,6.93E-01
P1815,0.017483891,4.30E-01,1006,48603,6.93E-01
P1816,0.014492374,4.30E-01,1006,48603,6.93E-01
P1817,0.0098826,4.31E-01,1006,48603,6.93E-01
P1818,0.019935569,4.31E-01,1006,48603,6.93E-01
P1819,-0.008053562,4.31E-01,1006,48603,6.93E-01
P1820,-0.022198542,4.32E-01,1006,48603,6.93E-01
P1821,-0.004895731,4.32E-01,1006,48603,6.94E-01
P1822,0.027934798,4.33E-01,1006,48603,6.95E-01
P1823,0.024230769,4.34E-01,1006,48603,6.95E-01
P1824,0.018204326,4.34E-01,1006,48603,6.95E-01
P1825,-0.01623265,4.34E-01,1006,48603,6.95E-01
P1826,-0.015752199,4.36E-01,1006,48603,6.95E-01
P1827,-0.013192526,4.35E-01,1006,48603,6.95E-01
P1828,-0.019528653,4.37E-01,1006,48603,6.95E-01
P1829,0.007819277,4.36E-01,1006,48603,6.95E-01
P1830,0.018539992,4.36E-01,1006,48603,6.95E-01
P1831,0.022285381,4.36E-01,1006,48603,6.95E-01
P1832,0.011910213,4.37E-01,1006,48603,6.95E-01
P1833,-0.008263989,4.37E-01,1006,48603,6.95E-01
P1834,0.030467338,4.37E-01,1006,48603,6.95E-01
P1835,-0.021456222,4.36E-01,1006,48603,6.95E-01
P1836,-0.017473281,4.36E-01,1006,48603,6.95E-01
P1837,0.028645866,4.37E-01,1006,48603,6.95E-01
P1838,0.0254056,4.38E-01,1006,48603,6.96E-01
P1839,0.02195374,4.38E-01,1006,48603,6.96E-01
P1840,0.009093445,4.39E-01,1006,48603,6.96E-01
P1841,0.013265644,4.38E-01,1006,48603,6.96E-01
P1842,0.011070482,4.38E-01,1006,48603,6.96E-01
P1843,-0.012619938,4.39E-01,1006,48603,6.97E-01
P1844,0.013392433,4.40E-01,1006,48603,6.97E-01
P1845,-0.010421759,4.40E-01,1006,48603,6.97E-01
P1846,-0.009815078,4.40E-01,1006,48603,6.97E-01
P1847,0.011904351,4.41E-01,1006,48603,6.98E-01
P1848,0.012819412,4.42E-01,1006,48603,6.98E-01
P1849,-0.014846349,4.41E-01,1006,48603,6.98E-01
P1850,-0.016673308,4.41E-01,1006,48603,6.98E-01
P1851,0.021211558,4.43E-01,1006,48603,6.99E-01
P1852,-0.008945093,4.43E-01,1006,48603,6.99E-01
P1853,-0.008716641,4.43E-01,1006,48603,6.99E-01
P1854,0.014910732,4.43E-01,1006,48603,6.99E-01
P1855,0.02546819,4.45E-01,1006,48603,7.00E-01
P1856,-0.010583206,4.45E-01,1006,48603,7.00E-01
P1857,0.004923392,4.45E-01,1006,48603,7.01E-01
P1858,0.007168606,4.46E-01,1006,48603,7.01E-01
P1859,0.006887265,4.46E-01,1006,48603,7.02E-01
P1860,-0.010942502,4.47E-01,1006,48603,7.02E-01
P1861,0.033783518,4.48E-01,1006,48603,7.03E-01
P1862,0.008805855,4.48E-01,1006,48603,7.03E-01
P1863,0.033682413,4.48E-01,1006,48603,7.03E-01
P1864,-0.006643426,4.48E-01,1006,48603,7.03E-01
P1865,0.019764808,4.48E-01,1006,48603,7.03E-01
P1866,0.027528919,4.49E-01,1006,48603,7.03E-01
P1867,-0.008348595,4.50E-01,1006,48603,7.04E-01
P1868,-0.005737774,4.50E-01,1006,48603,7.04E-01
P1869,0.005748957,4.51E-01,1006,48603,7.05E-01
P1870,-0.022405083,4.51E-01,1006,48603,7.05E-01
P1871,-0.005830457,4.51E-01,1006,48603,7.05E-01
P1872,0.009219266,4.52E-01,1006,48603,7.06E-01
P1873,-0.01536188,4.53E-01,1006,48603,7.07E-01
